Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
China,CHN,National,CHNt,Total,1135,1151,1165,1178,1192,1205,1218,1230,1242,1253,1263,1272,1280,1288,1296,1304,1311,1318,1325,1331,1338,1344,1351,1357,1364,1371,1379,1386,1393
