Ano;Mês;Semana;Data Início;Data Fim;Pesado SE;Médio SE;Leve SE;Pesado S;Médio S;Leve S;Pesado NE;Médio NE;Leve NE;Pesado N;Médio N;Leve N
2009;10;2;03/10/2009;09/10/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;10;3;10/10/2009;16/10/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;10;4;17/10/2009;23/10/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;10;5;24/10/2009;30/10/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;11;1;31/10/2009;06/11/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;11;2;07/11/2009;13/11/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;11;3;14/11/2009;20/11/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;11;4;21/11/2009;27/11/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;12;1;28/11/2009;04/12/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;12;2;05/12/2009;11/12/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;12;3;12/12/2009;18/12/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;12;4;19/12/2009;25/12/2009;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2009;12;5;26/12/2009;01/01/2010;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31;16,31
2010;1;1;02/01/2010;08/01/2010;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8
2010;1;2;09/01/2010;15/01/2010;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8
2010;1;3;16/01/2010;22/01/2010;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8
2010;1;4;23/01/2010;29/01/2010;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8
2010;2;1;30/01/2010;05/02/2010;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8
2010;2;2;06/02/2010;12/02/2010;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8
2010;2;3;13/02/2010;19/02/2010;12,8;12,8;12,8;12,8;12,8;12,8;14,84;14,84;14,84;12,8;12,8;12,8
2010;2;4;20/02/2010;26/02/2010;12,8;12,8;12,8;12,8;12,8;12,8;16,97;16,97;16,97;12,8;12,8;12,8
2010;3;1;27/02/2010;05/03/2010;33,29;31,34;23,28;33,29;31,34;23,28;34,81;34,56;34,56;33,29;31,34;23,28
2010;3;2;06/03/2010;12/03/2010;17,7;17,57;12,8;17,7;17,57;12,8;20,89;20,89;20,89;17,7;17,57;12,8
2010;3;3;13/03/2010;19/03/2010;25,99;25,7;12,8;25,99;25,7;12,8;25,99;25,7;25,55;25,99;25,7;12,8
2010;3;4;20/03/2010;26/03/2010;36,72;36,17;35,05;36,72;36,17;35,05;36,67;36,17;35,38;36,67;36,17;35,05
2010;4;1;27/03/2010;02/04/2010;38,83;38,19;37,15;38,83;38,19;37,15;38,83;38,19;38,19;38,83;38,19;37,15
2010;4;2;03/04/2010;09/04/2010;26,76;26,09;12,8;26,76;26,09;12,8;26,76;26,58;26,58;26,76;26,09;12,8
2010;4;3;10/04/2010;16/04/2010;12,8;12,8;12,8;12,8;12,8;12,8;20,63;20,63;20,63;12,8;12,8;12,8
2010;4;4;17/04/2010;23/04/2010;24,81;24,47;23,26;24,81;24,47;23,26;24,62;24,47;23,48;24,62;24,47;23,26
2010;4;5;24/04/2010;30/04/2010;24;23,67;22,09;24;23,67;22,09;23,67;23,67;22,71;23,67;23,67;22,09
2010;5;1;01/05/2010;07/05/2010;25,16;24,87;22,35;25,16;24,87;13,46;25,16;25,01;25,01;25,16;24,87;22,35
2010;5;2;08/05/2010;14/05/2010;30,27;29,69;22,87;30,27;29,69;12,8;30,6;30,6;30,6;30,27;29,69;22,87
2010;5;3;15/05/2010;21/05/2010;33,77;33,05;32,43;33,77;33,05;32,43;34,48;34,48;34,48;33,77;33,05;32,43
2010;5;4;22/05/2010;28/05/2010;36,25;35,22;34,49;36,25;35,22;27,9;36,25;36,25;36,25;36,25;35,22;34,57
2010;6;1;29/05/2010;04/06/2010;58,07;56,44;56,07;58,07;56,44;56,07;58,07;56,44;56,07;58,07;56,44;56,07
2010;6;2;05/06/2010;11/06/2010;61,38;60,86;59,9;61,38;60,86;59,9;61,38;60,86;59,9;61,38;60,86;59,9
2010;6;3;12/06/2010;18/06/2010;60,48;59,88;59,49;60,48;59,88;59,49;60,48;59,88;59,49;60,48;59,88;59,49
2010;6;4;19/06/2010;25/06/2010;66,05;65,88;65,43;66,05;65,88;65,43;66,05;65,88;65,43;66,05;65,88;65,43
2010;7;1;26/06/2010;02/07/2010;103,36;100,61;99,67;103,36;100,61;99,67;110,68;110,68;110,68;110,68;110,68;110,68
2010;7;2;03/07/2010;09/07/2010;104,59;102,75;102,29;104,59;102,75;102,29;104,59;102,75;102,75;104,59;102,75;102,75
2010;7;3;10/07/2010;16/07/2010;100,03;96,26;95;100,03;96,26;95;100,03;98,5;98,5;100,03;98,5;98,5
2010;7;4;17/07/2010;23/07/2010;86,6;81,64;78,15;86,6;81,64;78,15;94,51;94,51;94,51;94,51;94,51;94,51
2010;7;5;24/07/2010;30/07/2010;79,16;73,16;71,36;79,16;73,15;71,36;89,21;89,21;89,21;89,21;89,21;89,21
2010;8;1;31/07/2010;06/08/2010;107,23;105,3;104,64;107,23;105,3;104,64;107,23;105,49;105,49;107,23;105,49;105,49
2010;8;2;07/08/2010;13/08/2010;128,74;125,39;124,16;128,74;125,39;124,16;128,74;125,39;125,39;128,74;125,39;125,39
2010;8;3;14/08/2010;20/08/2010;120,23;118,18;114,95;120,23;118,18;114,95;120,23;118,18;118,18;120,23;118,18;118,18
2010;8;4;21/08/2010;27/08/2010;125,73;123,77;122,27;125,73;123,77;122,27;125,73;123,77;123,77;125,73;123,77;123,57
2010;9;1;28/08/2010;03/09/2010;111,4;105,87;104,53;111,4;105,87;104,52;154,88;154,88;154,88;154,88;154,88;154,88
2010;9;2;04/09/2010;10/09/2010;137,6;125,78;124,43;128,26;125,78;124,43;174,53;174,53;174,53;174,53;174,53;174,53
2010;9;3;11/09/2010;17/09/2010;122,46;117,3;115,68;122,46;117,3;115,68;172,78;171,65;171,65;172,78;171,65;171,65
2010;9;4;18/09/2010;24/09/2010;139,53;132,52;130,72;134,59;132,52;130,72;187,76;187,76;187,76;187,76;187,76;187,76
2010;10;1;25/09/2010;01/10/2010;170,74;168,95;167,47;170,74;168,95;167,47;246,32;246,32;246,32;246,32;246,32;246,32
2010;10;2;02/10/2010;08/10/2010;149,09;142,04;135,97;149,09;142,04;135,97;221,61;221,61;221,61;221,61;221,61;221,61
2010;10;3;09/10/2010;15/10/2010;124,99;117,78;112,7;124,99;117,78;112,7;181,54;180,34;180,34;181,54;180,34;180,34
2010;10;4;16/10/2010;22/10/2010;146,88;144,62;140,34;146,88;144,62;140,34;257,54;257,54;257,54;257,54;257,54;257,54
2010;10;5;23/10/2010;29/10/2010;145,43;145,38;140,62;145,43;145,38;140,62;294,33;292,4;292,4;294,33;292,4;292,4
2010;11;1;30/10/2010;05/11/2010;149,48;149,03;147,15;149,48;149,03;147,15;149,48;149,03;147,15;149,48;149,03;147,15
2010;11;2;06/11/2010;12/11/2010;121,71;121,71;117,68;121,71;121,71;117,68;121,71;117,68;117,68;121,71;121,71;117,68
2010;11;3;13/11/2010;19/11/2010;128,58;127,22;125,45;128,58;127,22;125,45;128,58;125,45;125,45;128,58;127,22;125,45
2010;11;4;20/11/2010;26/11/2010;103,41;103,41;98,34;103,41;103,41;98,34;103,41;98,15;98,15;103,41;103,41;98,34
2010;12;1;27/11/2010;03/12/2010;81,79;81,79;77,56;81,79;81,79;77,56;81,79;77,56;77,56;81,79;81,79;77,56
2010;12;2;04/12/2010;10/12/2010;92,88;92,88;84,74;92,88;92,88;84,74;83;82,34;82,34;92,88;92,88;84,74
2010;12;3;11/12/2010;17/12/2010;78,04;77,21;72;78,04;77,21;72;78,04;72;72;78,04;77,21;72
2010;12;4;18/12/2010;24/12/2010;66,99;64,68;61,98;66,99;64,68;61,98;66,99;61,98;61,98;66,99;64,68;61,98
2010;12;5;25/12/2010;31/12/2010;55,09;53,87;52,44;55,09;53,87;52,44;55,09;53,43;52,44;55,09;53,87;52,44
2011;1;1;01/01/2011;07/01/2011;71,81;70,08;67,24;71,81;70,08;67,24;71,81;70,08;67,24;71,81;70,08;67,24
2011;1;2;08/01/2011;14/01/2011;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08
2011;1;3;15/01/2011;21/01/2011;15,81;15,81;14,97;15,81;15,81;14,97;15,6;15,6;14,97;15,6;15,6;14,97
2011;1;4;22/01/2011;28/01/2011;22,16;22,14;21,29;22,16;22,14;21,29;22,16;22,14;21,29;22,16;22,14;21,29
2011;2;1;29/01/2011;04/02/2011;17,44;17,44;12,08;17,44;17,44;12,08;23,27;23,27;23,27;17,44;17,44;12,08
2011;2;2;05/02/2011;11/02/2011;38,35;38,35;36,79;38,35;38,35;36,79;38,35;38,35;36,79;38,35;38,35;36,79
2011;2;3;12/02/2011;18/02/2011;54,91;54,91;52,67;54,65;54,91;51,43;54,91;54,91;52,67;54,91;54,91;52,67
2011;2;4;19/02/2011;25/02/2011;66,88;64,23;60,88;66,88;64,23;12,08;63,47;63,47;60,88;63,47;63,47;60,88
2011;3;1;26/02/2011;04/03/2011;81,16;81,06;77,47;81,16;81,06;12,08;80,75;79,78;77,47;80,75;79,78;77,47
2011;3;2;05/03/2011;11/03/2011;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08
2011;3;3;12/03/2011;18/03/2011;25,67;24,46;18,77;25,67;24,46;18,77;29,13;29,13;29,13;25,67;24,46;18,77
2011;3;4;19/03/2011;25/03/2011;13,72;13,47;12,08;13,72;13,47;12,08;13,72;13,47;13,47;13,72;13,47;12,08
2011;4;1;26/03/2011;01/04/2011;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08
2011;4;2;02/04/2011;08/04/2011;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08
2011;4;3;09/04/2011;15/04/2011;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08
2011;4;4;16/04/2011;22/04/2011;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08
2011;4;5;23/04/2011;29/04/2011;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08;12,08
2011;5;1;30/04/2011;06/05/2011;15,94;15,62;15,31;15,94;15,62;15,31;15,94;15,62;15,38;15,94;15,62;15,31
2011;5;2;07/05/2011;13/05/2011;14,32;13,91;13,54;14,32;13,91;13,54;13,79;13,79;13,54;13,78;13,78;13,54
2011;5;3;14/05/2011;20/05/2011;15,91;15,64;15,11;15,91;15,64;15,11;15,91;15,64;15,11;15,91;15,64;15,11
2011;5;4;21/05/2011;27/05/2011;17,46;17,09;16,9;17,46;17,09;16,9;17,46;17,09;16,9;17,46;17,09;16,9
2011;6;1;28/05/2011;03/06/2011;30,46;29,96;29,96;30,46;29,96;29,96;30,46;29,81;28,6;30,46;29,81;28,6
2011;6;2;04/06/2011;10/06/2011;33,25;32,74;32,73;33,25;32,74;32,73;33,25;32,74;32,73;33,25;32,74;32,73
2011;6;3;11/06/2011;17/06/2011;35,72;35,01;34,63;35,72;35,01;34,63;35,72;35,01;34,63;35,72;35,01;34,63
2011;6;4;18/06/2011;24/06/2011;30,59;29,78;29,23;30,59;29,78;29,23;30,59;29,78;29,23;30,59;29,78;29,23
2011;6;5;25/06/2011;01/07/2011;31,22;30,73;29,7;31,22;30,73;29,7;31,22;30,73;29,7;31,22;30,73;29,7
2011;7;1;02/07/2011;08/07/2011;28,23;27,88;27,48;28,23;27,88;27,48;28,23;27,88;27,48;28,23;27,88;27,48
2011;7;2;09/07/2011;15/07/2011;23,75;23,14;22,96;23,75;23,14;22,96;23,75;23,14;22,97;23,75;23,14;22,97
2011;7;3;16/07/2011;22/07/2011;21,8;20,92;20,79;21,8;20,92;20,79;21,8;20,92;20,79;21,8;20,92;20,79
2011;7;4;23/07/2011;29/07/2011;20,26;19,43;18,8;20,26;19,43;18,8;20,26;19,43;19,4;20,26;19,43;19,37
2011;8;1;30/07/2011;05/08/2011;24,21;23,81;22,98;22,71;22,71;12,08;24,21;23,81;22,98;24,21;23,81;22,98
2011;8;2;06/08/2011;12/08/2011;16,97;16,35;15,68;16,97;12,08;12,08;16,97;16,35;15,68;16,97;16,35;15,68
2011;8;3;13/08/2011;19/08/2011;18,68;18,09;17,34;18,68;18,09;12,08;18,68;18,09;17,34;18,68;18,09;17,34
2011;8;4;20/08/2011;26/08/2011;25,08;24,4;23,41;23,41;23,41;12,08;25,08;24,4;23,41;25,08;24,4;23,41
2011;9;1;27/08/2011;02/09/2011;17,6;16,77;15,9;12,08;12,08;12,08;17,6;16,77;16,09;17,6;16,77;16,09
2011;9;2;03/09/2011;09/09/2011;18,07;17,47;16,73;12,08;12,08;12,08;18,07;17,47;16,73;18,07;17,47;16,73
2011;9;3;10/09/2011;16/09/2011;21,44;21,01;20,25;20,25;20,25;12,08;21,44;21,01;20,25;21,44;21,01;20,25
2011;9;4;17/09/2011;23/09/2011;24,84;23,8;22,83;24,84;23,8;12,08;24,84;23,8;22,83;24,84;23,8;22,83
2011;9;5;24/09/2011;30/09/2011;25,76;24,8;23,61;25,76;24,8;12,08;25,76;24,8;23,61;25,76;24,8;23,61
2011;10;1;01/10/2011;07/10/2011;44,03;43,42;41,99;44,03;43,42;41,55;44,03;43,42;41,99;44,03;43,42;41,99
2011;10;2;08/10/2011;14/10/2011;44,1;43,29;42,75;43,14;42,94;42,75;44,1;43,29;42,75;44,1;43,29;42,75
2011;10;3;15/10/2011;21/10/2011;39,14;38,92;37,48;39,14;38,92;37,48;39,14;38,92;37,54;39,14;38,92;37,48
2011;10;4;22/10/2011;28/10/2011;24,1;23,92;22,95;24,1;23,92;22,95;24,1;23,92;22,95;24,1;23,92;22,95
2011;11;1;29/10/2011;04/11/2011;39,32;38,44;37,73;39,32;38,44;37,73;39,32;38,44;37,73;39,32;38,44;37,73
2011;11;2;05/11/2011;11/11/2011;44,03;44,03;42,94;44,03;44,03;42,94;44,03;44,03;42,94;44,03;44,03;42,94
2011;11;3;12/11/2011;18/11/2011;40,41;39,72;39,01;40,41;39,72;39;40,41;39,72;39,01;40,41;39,72;39,01
2011;11;4;19/11/2011;25/11/2011;45,45;45,45;43,94;45,45;45,45;43,94;45,45;45,45;43,94;45,45;45,45;43,94
2011;12;1;26/11/2011;02/12/2011;64,74;64,47;61,97;64,74;64,47;61,97;64,74;64,47;61,97;64,74;64,47;61,97
2011;12;2;03/12/2011;09/12/2011;52,45;52,45;49,68;52,45;52,45;49,68;52,45;52,45;49,68;52,45;52,45;49,68
2011;12;3;10/12/2011;16/12/2011;35,72;35,72;34,08;35,72;35,72;34,08;32,27;28,96;27,54;32,27;28,96;27,54
2011;12;4;17/12/2011;23/12/2011;45,73;45,7;44,38;45,73;45,7;44,38;38,66;34,68;34,51;38,66;34,68;34,51
2011;12;5;24/12/2011;30/12/2011;40,76;40,48;39,71;40,76;40,48;39,71;32,21;29,32;29,32;32,21;29,32;29,32
2012;1;1;31/12/2011;06/01/2012;47,73;47,47;45,31;47,73;47,47;45,31;47,73;12,2;12,2;47,73;12,2;12,2
2012;1;2;07/01/2012;13/01/2012;29,69;29,69;28,57;29,69;29,69;28,57;12,2;12,2;12,2;12,2;12,2;12,2
2012;1;3;14/01/2012;20/01/2012;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2
2012;1;4;21/01/2012;27/01/2012;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2
2012;2;1;28/01/2012;03/02/2012;17,57;17,57;12,2;17,57;17,57;12,2;12,2;12,2;12,2;12,2;12,2;12,2
2012;2;2;04/02/2012;10/02/2012;37,7;37,7;35,45;37,7;37,7;35,45;12,2;12,2;12,2;12,2;12,2;12,2
2012;2;3;11/02/2012;17/02/2012;55,85;55,85;53,86;55,85;55,85;53,86;12,2;12,2;12,2;12,2;12,2;12,2
2012;2;4;18/02/2012;24/02/2012;63,2;63,2;62,2;63,2;63,2;62,2;12,2;12,2;12,2;12,2;12,2;12,2
2012;2;5;25/02/2012;02/03/2012;69,25;68,26;65,99;69,25;68,26;65,99;14,35;14,35;14,35;14,35;14,35;14,35
2012;3;1;03/03/2012;09/03/2012;98,47;98,46;94,84;98,47;98,46;94,84;86,52;86,52;86,52;86,52;86,52;86,52
2012;3;2;10/03/2012;16/03/2012;139,24;139,24;133,72;139,24;139,24;133,72;117,08;117,08;116,31;117,08;117,08;116,31
2012;3;3;17/03/2012;23/03/2012;142,26;141,05;139,53;142,26;141,05;139,53;119,74;119,42;118,63;119,74;119,42;118,63
2012;3;4;24/03/2012;30/03/2012;134,91;133,48;130,51;134,91;133,48;130,51;134,91;133,48;130,51;134,91;133,48;130,51
2012;4;1;31/03/2012;06/04/2012;187,82;185,44;185,44;187,82;185,44;185,44;174,02;168,63;166,95;174,02;168,63;166,95
2012;4;2;07/04/2012;13/04/2012;201,95;194,07;186,15;201,95;201,95;186,15;189,58;187,38;186,15;189,58;187,38;186,15
2012;4;3;14/04/2012;20/04/2012;210,35;204,01;196,83;219;219;196,83;184,26;181,42;179,13;184,26;181,42;179,13
2012;4;4;21/04/2012;27/04/2012;197,19;192,76;189,19;197,19;192,76;189,19;197,19;192,76;189,19;197,19;192,76;189,19
2012;5;1;28/04/2012;04/05/2012;190,83;188,96;188,82;190,83;188,96;188,82;187,83;187,83;180,2;187,83;187,83;180,2
2012;5;2;05/05/2012;11/05/2012;181,05;180,2;179,28;181,05;180,2;179,28;181,05;180,2;179,28;181,05;180,2;179,28
2012;5;3;12/05/2012;18/05/2012;171,67;171,66;168,5;171,67;171,66;168,5;171,67;171,66;168,5;171,67;171,66;168,5
2012;5;4;19/05/2012;25/05/2012;191,92;191,89;188,99;191,92;191,89;188,99;191,92;191,89;188,99;191,92;191,89;188,99
2012;6;1;26/05/2012;01/06/2012;179,19;177,49;176,42;179,19;177,49;176,42;179,19;177,49;176,42;179,19;177,49;176,42
2012;6;2;02/06/2012;08/06/2012;148,61;146,92;146,19;148,61;146,92;146,19;148,61;146,92;146,19;148,61;146,92;146,19
2012;6;3;09/06/2012;15/06/2012;151,79;148,19;146,14;151,79;148,19;146,14;151,79;148,19;146,14;151,79;148,19;146,14
2012;6;4;16/06/2012;22/06/2012;105,79;103,46;101,16;105,79;103,46;101,16;105,79;103,46;101,16;105,79;103,46;101,16
2012;6;5;23/06/2012;29/06/2012;79,39;78,25;74,33;79,39;78,25;74,33;79,39;78,25;76,17;79,39;78,25;74,33
2012;7;1;30/06/2012;06/07/2012;58,5;56,86;54,83;58,5;56,85;54,83;58,5;56,86;54,83;58,5;56,86;54,83
2012;7;2;07/07/2012;13/07/2012;97,67;95,32;94,11;97,67;95,32;94,11;97,67;95,32;94,11;97,67;95,32;94,11
2012;7;3;14/07/2012;20/07/2012;108,4;106,31;106,01;108,4;106,31;106,01;108,4;106,31;106,01;108,4;106,31;106,01
2012;7;4;21/07/2012;27/07/2012;105,55;103,85;103,37;105,55;103,85;103,37;105,55;103,85;103,37;105,55;103,85;103,37
2012;8;1;28/07/2012;03/08/2012;90,43;88,78;87,12;90,43;88,78;87,12;90,43;88,78;87,12;90,43;88,78;87,12
2012;8;2;04/08/2012;10/08/2012;109,88;106,77;105,35;109,88;106,77;105,35;109,88;106,77;105,35;109,88;106,77;105,35
2012;8;3;11/08/2012;17/08/2012;118,43;116,3;115,67;118,43;116,3;115,67;118,43;116,3;115,67;118,43;116,3;115,67
2012;8;4;18/08/2012;24/08/2012;131,1;128,8;128,01;130;128,8;128,01;131,1;128,8;128,01;131,1;128,8;128,01
2012;8;5;25/08/2012;31/08/2012;140,37;137,74;137,01;140,37;137,74;137,01;140,37;137,74;137,01;140,37;137,74;137,01
2012;9;1;01/09/2012;07/09/2012;177,64;173,66;173,5;177,64;173,66;173,5;177,64;173,66;173,5;177,64;173,66;173,5
2012;9;2;08/09/2012;14/09/2012;185,38;181,24;180,47;185,38;181,24;180,47;185,38;181,24;180,47;185,38;181,24;180,47
2012;9;3;15/09/2012;21/09/2012;191,61;191;188,6;191,61;191;188,6;191,61;191;188,6;191,61;191;188,6
2012;9;4;22/09/2012;28/09/2012;189,56;188,15;185,8;189,56;188,15;185,8;189,56;188,15;185,8;189,56;188,15;185,8
2012;10;1;29/09/2012;05/10/2012;185,24;184,02;173,98;185,24;184,02;173,98;185,24;184,02;184,02;185,24;184,02;184,02
2012;10;2;06/10/2012;12/10/2012;249,78;244,58;240,08;249,78;244,58;240,08;256,3;256,3;256,3;256,3;256,3;256,3
2012;10;3;13/10/2012;19/10/2012;325,06;323,85;319,75;325,06;323,85;319,75;329,04;329,04;329,04;329,04;329,04;329,04
2012;10;4;20/10/2012;26/10/2012;291,4;289,92;284,61;291,4;289,92;284,61;330,39;330,39;330,39;330,39;330,39;330,39
2012;11;1;27/10/2012;02/11/2012;364,61;362,76;360,38;364,61;362,76;360,38;364,61;362,76;360,38;364,61;362,76;360,38
2012;11;2;03/11/2012;09/11/2012;429,85;429,85;427,54;429,85;429,85;427,54;429,85;429,85;427,54;429,85;429,85;427,54
2012;11;3;10/11/2012;16/11/2012;453,51;453,51;449,61;453,51;453,51;449,61;453,51;453,51;449,61;453,51;453,51;449,61
2012;11;4;17/11/2012;23/11/2012;315,56;315,56;314,35;315,56;315,56;314,35;315,56;315,56;314,35;315,56;315,56;314,35
2012;11;5;24/11/2012;30/11/2012;311,76;311,76;307,41;311,76;311,76;307,41;311,76;311,76;307,41;311,76;311,76;307,41
2012;12;1;01/12/2012;07/12/2012;205,96;205,96;198,54;205,96;205,96;198,54;205,96;205,96;198,54;205,96;205,96;198,54
2012;12;2;08/12/2012;14/12/2012;275,47;275,47;264,94;275,47;275,47;264,94;275,47;275,47;264,94;275,47;275,47;264,94
2012;12;3;15/12/2012;21/12/2012;188,67;187,63;179,69;188,67;187,63;179,69;188,67;187,31;179,69;188,67;187,31;179,69
2012;12;4;22/12/2012;28/12/2012;349,93;343,85;341,57;349,93;343,85;341,57;349,93;312,16;312,16;349,93;312,16;312,16
2013;1;1;29/12/2012;04/01/2013;348,22;343,19;338,63;348,22;343,19;338,63;348,22;343,19;338,63;348,22;343,19;338,63
2013;1;2;05/01/2013;11/01/2013;554,82;554,82;554,82;554,82;554,82;554,82;554,82;554,82;546,18;554,82;554,82;546,18
2013;1;3;12/01/2013;18/01/2013;341,7;341,7;336,55;341,7;341,7;336,55;341,7;341,7;336,55;341,7;341,7;336,55
2013;1;4;19/01/2013;25/01/2013;480,62;480,62;478,43;480,62;480,62;478,43;480,62;480,62;474,77;480,62;480,62;474,77
2013;2;1;26/01/2013;01/02/2013;312,87;312,87;298,14;312,87;312,87;298,14;292,78;291,47;289,55;292,78;291,47;289,55
2013;2;2;02/02/2013;08/02/2013;176,85;176,85;171,72;176,85;176,85;171,72;176,85;176,85;171,72;176,85;176,85;171,72
2013;2;3;09/02/2013;15/02/2013;158,72;158,72;153,88;158,72;158,72;153,88;153,39;153,39;151,6;153,39;153,39;151,6
2013;2;4;16/02/2013;22/02/2013;217,6;217,6;209,35;217,6;217,6;209,35;216,53;216,53;207,71;216,53;216,53;207,71
2013;3;1;23/02/2013;01/03/2013;317,48;315,92;306,3;317,48;315,92;306,3;317,48;315,92;306,3;317,48;315,92;306,3
2013;3;2;02/03/2013;08/03/2013;376,87;376,87;368,69;376,87;376,87;368,69;376,87;376,4;365,69;376,87;376,4;365,69
2013;3;3;09/03/2013;15/03/2013;344,5;344,5;337,57;344,5;344,5;337,57;344,5;344,5;336,93;344,5;344,5;336,93
2013;3;4;16/03/2013;22/03/2013;340,15;340,15;336,68;340,15;340,15;336,68;340,15;340,15;336,68;340,15;340,15;336,68
2013;3;5;23/03/2013;29/03/2013;321,76;321,49;316,99;321,76;321,49;316,99;321,76;321,49;321,49;321,76;321,49;316,99
2013;4;1;30/03/2013;05/04/2013;302,27;299,71;298,76;302,27;299,71;298,76;302,27;299,71;298,76;302,27;299,71;298,76
2013;4;2;06/04/2013;12/04/2013;191,98;190,62;186,05;191,98;190,62;186,05;191,98;190,62;187,92;191,98;190,62;186,05
2013;4;3;13/04/2013;19/04/2013;152,86;151,45;147,86;152,86;151,45;147,86;152,86;151,47;150,46;152,86;151,45;147,86
2013;4;4;20/04/2013;26/04/2013;129,78;129,38;126,38;129,78;129,38;126,38;133,31;133,31;128,25;129,78;129,38;126,38
2013;5;1;27/04/2013;03/05/2013;282,03;279,27;275,05;282,03;279,27;275,05;282,03;280,45;276,09;282,03;279,27;275,05
2013;5;2;04/05/2013;10/05/2013;343,51;342;339,57;343,51;342;339,57;343,51;342;339,57;343,51;342;339,57
2013;5;3;11/05/2013;17/05/2013;360,6;357,33;354,26;360,6;357,33;354,26;360,6;357,33;354,26;360,6;357,33;354,26
2013;5;4;18/05/2013;24/05/2013;360,17;356,8;348,98;360,17;356,8;348,98;360,17;356,8;348,98;360,17;356,8;348,98
2013;5;5;25/05/2013;31/05/2013;361,81;357,29;353,44;361,81;357,29;353,44;361,81;357,29;353,44;361,81;357,29;353,44
2013;6;1;01/06/2013;07/06/2013;327,93;324,69;320,57;327,93;324,69;320,57;327,93;324,69;320,57;327,93;324,69;320,57
2013;6;2;08/06/2013;14/06/2013;182,33;180,95;179,63;182,33;180,95;179,63;182,33;180,95;180,95;182,33;180,95;179,63
2013;6;3;15/06/2013;21/06/2013;196,12;193,93;188,14;196,12;193,93;188,14;196,12;193,93;188,14;196,12;193,93;188,14
2013;6;4;22/06/2013;28/06/2013;170,29;167,9;162,16;169,04;167,9;162,16;170,29;167,9;162,16;170,29;167,9;162,16
2013;7;1;29/06/2013;05/07/2013;99,86;98,56;94,3;80,79;78,82;14,13;99,86;99,38;99,38;99,86;98,56;95,49
2013;7;2;06/07/2013;12/07/2013;109,05;108,21;102,84;109,05;107,49;14,13;109,05;108,21;102,84;109,05;108,21;102,84
2013;7;3;13/07/2013;19/07/2013;126,77;125,33;120,51;102,64;101,31;97,7;126,77;125,33;120,51;126,77;125,33;120,51
2013;7;4;20/07/2013;26/07/2013;131,53;129,2;125,7;131,53;129,2;125,7;131,53;129,2;125,7;131,53;129,2;125,7
2013;8;1;27/07/2013;02/08/2013;155,55;153,54;151,57;155,55;153,54;151,57;155,55;153,54;151,57;155,55;153,54;151,57
2013;8;2;03/08/2013;09/08/2013;168,39;165,84;164,62;168,39;165,84;164,62;168,39;165,84;164,62;168,39;165,84;164,62
2013;8;3;10/08/2013;16/08/2013;151,6;148,8;143,77;143,77;143,77;14,13;151,6;148,8;148,8;151,6;148,8;143,77
