Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Brazil,BRA,National,BRAt,Total,613,620,626,634,642,650,657,664,669,675,684,691,698,694,697,699,701,705,716,718,726,730,734,752,755,755,757,760,761
