Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Brazil,BRA,National,BRAt,Total,149,152,154,157,159,162,165,167,170,172,175,177,180,182,184,186,188,190,192,194,196,198,199,201,203,204,206,208,209
