Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Brazil,BRA,National,BRAt,Total,66.34,66.74,67.14,67.54,67.93,68.32,68.70,69.06,69.42,69.77,70.12,70.46,70.81,71.17,71.53,71.90,72.26,72.62,72.97,73.30,73.62,73.92,74.21,74.48,74.75,74.99,75.23,75.46,75.67
