Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
China,CHN,National,CHNt,Total,4.83,5.00,5.17,5.35,5.52,5.69,5.85,6.00,6.16,6.31,6.47,6.55,6.63,6.70,6.78,6.86,6.91,6.96,7.01,7.06,7.33,7.40,7.46,7.53,7.64,7.74,7.85,7.85,7.90
