Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Nigeria,NGA,National,NGAt,Total,,,,,,,,,,,,,,452,462,467,474,479,485,491,484,494,502,520,523,527,528,533,534
