Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Brazil,BRA,National,BRAt,Total,3.75,3.93,4.10,4.28,4.46,4.63,4.82,5.01,5.19,5.38,5.57,5.77,5.98,6.19,6.24,6.30,6.37,6.55,6.72,6.82,6.94,7.06,7.28,7.35,7.45,7.58,7.71,7.84,7.84
