Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Brazil,BRA,National,BRAt,Total,10.08,10.09,9905,10.14,10.37,10.90,10.84,10.97,10.71,10.52,11.09,11.05,11.22,11.23,11.76,12.01,12.39,13.06,13.55,13.42,14.19,14.67,14.89,15.35,15.18,14.49,13.91,13.98,14.07
