Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Nigeria,NGA,National,NGAt,Total,,,,,,,,,,,,,,47.24,47.72,48.25,48.81,49.37,49.91,50.42,50.90,51.35,51.79,52.23,52.67,53.11,53.54,53.95,54.33
