Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United States,USA,National,USAt,Total,861,862,866,872,875,878,879,880,884,885,881,884,886,889,892,896,899,901,907,908,911,914,915,914,915,916,919,919,920
