Country,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
China,CHN,National,CHNt,Total,69.15,69.24,69.36,69.50,69.67,69.89,70.14,70.43,70.74,71.06,71.40,71.73,72.06,72.38,72.69,72.99,73.27,73.55,73.84,74.12,74.41,74.71,75.01,75.32,75.63,75.93,76.21,76.47,76.70
